path,classification,bytes,inspected
tests/WinCare.Application.Tests/ToolExecutionViewModelTests.cs,tests,6377,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/UndoContractTests.cs,tests,1923,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/WinCare.Application.Tests.csproj,tests,1780,inventory only; see coverage ledger for depth
tests/WinCare.Application.Tests/packages.lock.json,tests,5025,inventory only; see coverage ledger for depth
tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs,tests,2225,inventory only; see coverage ledger for depth
tests/WinCare.CommandCatalog.Tests/RemediationCatalogTests.cs,tests,1779,inventory only; see coverage ledger for depth
tests/WinCare.CommandCatalog.Tests/WinCare.CommandCatalog.Tests.csproj,tests,1072,inventory only; see coverage ledger for depth
tests/WinCare.CommandCatalog.Tests/packages.lock.json,tests,4549,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/BoundedProcessRunnerTests.cs,tests,828,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/CommandSafetyTests.cs,tests,19364,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/GuardPipeClientTests.cs,tests,2938,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/NativeCoreServiceTests.cs,tests,897,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/NativeSystemProbeRepositoryTests.cs,tests,1120,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginInstallerServiceTests.cs,tests,32467,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginRegistryServiceTests.cs,tests,27570,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginScriptCommandHandlerTests.cs,tests,1278,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginSdkRoundTripTests.cs,tests,9367,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginSecurityRegressionTests.cs,tests,19679,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/PluginStateRepositoryTests.cs,tests,1104,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/RemoteCatalogServiceTests.cs,tests,7176,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/WinCare.Infrastructure.Tests.csproj,tests,1645,inventory only; see coverage ledger for depth
tests/WinCare.Infrastructure.Tests/packages.lock.json,tests,8278,inventory only; see coverage ledger for depth
tests/__init__.py,tests,67,inventory only; see coverage ledger for depth
tests/native/__init__.py,tests,0,inventory only; see coverage ledger for depth
tests/native/test_command_runtime.py,tests,7966,inventory only; see coverage ledger for depth
tests/native/test_finalization.py,tests,19573,inventory only; see coverage ledger for depth
tests/native/test_full_native_migration.py,tests,17120,inventory only; see coverage ledger for depth
tests/native/test_native_foundation.py,tests,12433,inventory only; see coverage ledger for depth
tests/native/test_package_portable.py,tests,1765,inventory only; see coverage ledger for depth
tests/native/test_parameter_schema_contract.py,tests,3358,inventory only; see coverage ledger for depth
tests/native/test_plugin_admission_rollback.py,tests,1010,inventory only; see coverage ledger for depth
tests/native/test_portable_lock_contract.py,tests,4775,inventory only; see coverage ledger for depth
tests/native/test_release_source_completeness.py,tests,3051,inventory only; see coverage ledger for depth
tests/native/test_safety_regressions.py,tests,3980,inventory only; see coverage ledger for depth
tests/native/test_toolchain_determinism.py,tests,4441,inventory only; see coverage ledger for depth
tests/native/test_winui_single_file_contract.py,tests,1551,inventory only; see coverage ledger for depth
tests/tools/__init__.py,tests,22,inventory only; see coverage ledger for depth
tests/tools/test_plugin_cli.py,tests,9138,inventory only; see coverage ledger for depth
tools/__init__.py,tooling,57,inventory only; see coverage ledger for depth
tools/capture_screenshots.py,tooling,14323,inventory only; see coverage ledger for depth
tools/finalize_native_release.py,tooling,18051,inventory only; see coverage ledger for depth
tools/install_msix.py,tooling,9172,inventory only; see coverage ledger for depth
tools/installer/wincare_setup.iss,tooling,1754,inventory only; see coverage ledger for depth
tools/package_portable.py,tooling,2950,inventory only; see coverage ledger for depth
tools/release_checklist.py,tooling,4709,inventory only; see coverage ledger for depth
tools/stage_release_assets.py,tooling,6235,inventory only; see coverage ledger for depth
tools/verify_native_foundation.py,tooling,20546,inventory only; see coverage ledger for depth
tools/verify_pill_contrast.py,tooling,3585,inventory only; see coverage ledger for depth
tools/verify_visual_tokens.py,tooling,2480,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/bin/wincare-plugin.js,tooling,2207,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/package-lock.json,tooling,304,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/package.json,tooling,472,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/src/commands/create.js,tooling,5659,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/src/commands/pack.js,tooling,1007,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/src/commands/validate.js,tooling,680,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/src/linter/manifestLinter.js,tooling,5816,inventory only; see coverage ledger for depth
tools/wincare-plugin-cli/src/packager/zipBuilder.js,tooling,6854,inventory only; see coverage ledger for depth
